Wind Direction(compass),Wind Gust(mph),Screen Relative Humidity(%),Pressure(hpa),Wind Speed(mph),Temperature(C),Visibility(m),Weather Type,Pressure Tendency,Dew Point(C),Minutes Since 12o Clock,day,month,year,Wind Direction(compass) (t+1),Pressure(hpa) (t+1),Wind Speed(mph) (t+1),Temperature(C) (t+1),Visibility(m) (t+1),Weather Type (t+1)
10,33.0,57.4,988.0,18.0,13.5,35000.0,7,1,5.2,960,29,3,2024,10.0,988.0,16.0,13.2,35000.0,8.0
10,31.0,58.9,988.0,16.0,13.2,35000.0,8,1,5.3,1020,29,3,2024,9.0,989.0,15.0,12.0,35000.0,7.0
9,24.0,63.7,989.0,15.0,12.0,35000.0,7,1,5.3,1080,29,3,2024,9.0,990.0,11.0,11.1,30000.0,8.0
9,21.0,70.4,990.0,11.0,11.1,30000.0,8,1,5.9,1140,29,3,2024,9.0,991.0,8.0,10.1,27000.0,0.0
9,16.0,76.3,991.0,8.0,10.1,27000.0,0,1,6.1,1200,29,3,2024,9.0,992.0,9.0,9.6,25000.0,0.0
9,15.0,79.4,992.0,9.0,9.6,25000.0,0,1,6.2,1260,29,3,2024,9.0,992.0,7.0,8.8,24000.0,0.0
9,15.0,81.5,992.0,7.0,8.8,24000.0,0,1,5.8,1320,29,3,2024,8.0,992.0,9.0,7.9,27000.0,0.0
8,11.0,85.5,992.0,9.0,7.9,27000.0,0,1,5.6,1380,29,3,2024,8.0,992.0,8.0,7.1,27000.0,0.0
8,13.0,89.0,992.0,8.0,7.1,27000.0,0,1,5.4,0,30,3,2024,7.0,993.0,6.0,5.7,24000.0,0.0
7,13.0,92.0,993.0,6.0,5.7,24000.0,0,1,4.5,60,30,3,2024,6.0,993.0,3.0,5.4,24000.0,0.0
6,7.0,95.3,993.0,3.0,5.4,24000.0,0,1,4.7,120,30,3,2024,5.0,993.0,1.0,5.6,24000.0,7.0
5,5.0,95.8,993.0,1.0,5.6,24000.0,7,1,5.0,180,30,3,2024,6.0,993.0,3.0,4.3,15000.0,2.0
6,5.0,95.8,993.0,3.0,4.3,15000.0,2,2,3.7,240,30,3,2024,6.0,993.0,3.0,3.8,22000.0,8.0
6,5.0,96.6,993.0,3.0,3.8,22000.0,8,0,3.3,300,30,3,2024,6.0,993.0,2.0,4.5,13000.0,8.0
6,6.0,97.9,993.0,2.0,4.5,13000.0,8,1,4.2,360,30,3,2024,6.0,993.0,3.0,6.6,25000.0,7.0
6,7.0,99.3,993.0,3.0,6.6,25000.0,7,1,6.5,420,30,3,2024,7.0,994.0,3.0,8.4,22000.0,1.0
7,9.0,97.3,994.0,3.0,8.4,22000.0,1,1,8.0,480,30,3,2024,9.0,994.0,6.0,10.6,27000.0,3.0
9,9.0,85.1,994.0,6.0,10.6,27000.0,3,1,8.2,540,30,3,2024,9.0,994.0,5.0,11.6,30000.0,7.0
9,10.0,70.5,994.0,5.0,11.6,30000.0,7,1,6.4,600,30,3,2024,9.0,995.0,7.0,11.6,40000.0,7.0
9,13.0,65.3,995.0,7.0,11.6,40000.0,7,1,5.3,660,30,3,2024,8.0,995.0,10.0,13.5,50000.0,1.0
8,18.0,53.7,995.0,10.0,13.5,50000.0,1,1,4.3,720,30,3,2024,9.0,995.0,7.0,14.7,50000.0,1.0
9,17.0,49.1,995.0,7.0,14.7,50000.0,1,1,4.1,780,30,3,2024,9.0,994.0,9.0,15.1,55000.0,1.0
9,15.0,45.9,994.0,9.0,15.1,55000.0,1,0,3.5,840,30,3,2024,9.0,994.0,7.0,15.0,55000.0,1.0
9,16.0,44.9,994.0,7.0,15.0,55000.0,1,0,3.1,900,30,3,2024,8.0,995.0,10.0,14.7,55000.0,3.0
8,17.0,45.1,995.0,10.0,14.7,55000.0,3,0,2.9,960,30,3,2024,8.0,995.0,10.0,14.7,55000.0,3.0
8,17.0,45.1,995.0,10.0,14.7,55000.0,3,0,2.9,960,30,3,2024,8.0,995.0,14.0,13.7,60000.0,7.0
8,19.0,48.2,995.0,14.0,13.7,60000.0,7,1,2.9,1020,30,3,2024,8.0,996.0,11.0,12.1,55000.0,1.0
8,19.0,50.8,996.0,11.0,12.1,55000.0,1,1,2.2,1080,30,3,2024,8.0,996.0,8.0,10.5,45000.0,0.0
8,18.0,56.9,996.0,8.0,10.5,45000.0,0,1,2.3,1140,30,3,2024,6.0,996.0,6.0,8.0,45000.0,8.0
6,11.0,68.7,996.0,6.0,8.0,45000.0,8,1,2.6,1200,30,3,2024,5.0,996.0,5.0,8.0,30000.0,7.0
5,8.0,66.8,996.0,5.0,8.0,30000.0,7,1,2.2,1260,30,3,2024,6.0,997.0,8.0,6.1,35000.0,2.0
6,11.0,74.0,997.0,8.0,6.1,35000.0,2,1,1.8,1320,30,3,2024,5.0,997.0,8.0,6.8,30000.0,8.0
5,11.0,78.3,997.0,8.0,6.8,30000.0,8,1,3.3,1380,30,3,2024,5.0,997.0,7.0,7.2,30000.0,7.0
5,11.0,78.0,997.0,7.0,7.2,30000.0,7,1,3.6,0,31,3,2024,3.0,996.0,3.0,7.3,30000.0,0.0
3,9.0,77.3,996.0,3.0,7.3,30000.0,0,0,3.6,60,31,3,2024,3.0,996.0,3.0,6.5,30000.0,0.0
3,6.0,83.6,996.0,3.0,6.5,30000.0,0,0,3.9,120,31,3,2024,3.0,996.0,5.0,6.5,18000.0,0.0
3,8.0,88.3,996.0,5.0,6.5,18000.0,0,0,4.7,180,31,3,2024,4.0,995.0,6.0,6.5,19000.0,0.0
4,8.0,90.8,995.0,6.0,6.5,19000.0,0,0,5.1,240,31,3,2024,3.0,995.0,6.0,6.5,6000.0,5.0
3,9.0,94.0,995.0,6.0,6.5,6000.0,5,0,5.6,300,31,3,2024,4.0,995.0,7.0,7.0,4000.0,5.0
4,11.0,95.3,995.0,7.0,7.0,4000.0,5,0,6.3,360,31,3,2024,4.0,994.0,9.0,8.4,7000.0,5.0
4,14.0,93.5,994.0,9.0,8.4,7000.0,5,0,7.4,420,31,3,2024,4.0,994.0,11.0,9.3,12000.0,8.0
4,21.0,85.6,994.0,11.0,9.3,12000.0,8,0,7.0,480,31,3,2024,4.0,994.0,13.0,10.0,13000.0,8.0
4,19.0,81.1,994.0,13.0,10.0,13000.0,8,0,6.9,540,31,3,2024,4.0,993.0,13.0,10.9,18000.0,8.0
4,19.0,79.1,993.0,13.0,10.9,18000.0,8,0,7.4,600,31,3,2024,5.0,993.0,15.0,10.8,12000.0,8.0
5,21.0,81.7,993.0,15.0,10.8,12000.0,8,0,7.8,660,31,3,2024,4.0,993.0,11.0,11.0,13000.0,8.0
4,23.0,79.6,993.0,11.0,11.0,13000.0,8,0,7.6,720,31,3,2024,4.0,992.0,10.0,12.4,19000.0,8.0
4,22.0,74.1,992.0,10.0,12.4,19000.0,8,0,7.9,780,31,3,2024,3.0,992.0,11.0,12.6,15000.0,8.0
3,19.0,72.7,992.0,11.0,12.6,15000.0,8,0,7.8,840,31,3,2024,3.0,991.0,11.0,12.4,12000.0,8.0
3,21.0,76.7,991.0,11.0,12.4,12000.0,8,0,8.4,900,31,3,2024,3.0,991.0,10.0,12.3,14000.0,8.0
3,21.0,75.6,991.0,10.0,12.3,14000.0,8,0,8.1,960,31,3,2024,3.0,991.0,10.0,12.3,14000.0,8.0
3,21.0,75.6,991.0,10.0,12.3,14000.0,8,0,8.1,960,31,3,2024,3.0,991.0,10.0,11.7,13000.0,8.0
3,21.0,79.2,991.0,10.0,11.7,13000.0,8,0,8.2,1020,31,3,2024,3.0,990.0,7.0,11.5,15000.0,8.0
3,19.0,77.1,990.0,7.0,11.5,15000.0,8,0,7.6,1080,31,3,2024,3.0,990.0,8.0,10.9,12000.0,8.0
3,14.0,81.8,990.0,8.0,10.9,12000.0,8,0,7.9,1140,31,3,2024,2.0,990.0,7.0,10.8,12000.0,7.0
2,11.0,81.8,990.0,7.0,10.8,12000.0,7,0,7.8,1200,31,3,2024,2.0,990.0,6.0,10.6,9000.0,8.0
2,10.0,83.4,990.0,6.0,10.6,9000.0,8,0,7.9,1260,31,3,2024,3.0,990.0,7.0,10.4,7000.0,5.0
3,14.0,85.7,990.0,7.0,10.4,7000.0,5,0,8.1,1320,31,3,2024,2.0,990.0,5.0,10.1,5000.0,5.0
2,9.0,88.0,990.0,5.0,10.1,5000.0,5,0,8.2,1380,31,3,2024,2.0,989.0,3.0,9.6,4500.0,5.0
2,8.0,89.8,989.0,3.0,9.6,4500.0,5,0,8.0,0,1,4,2024,11.0,990.0,5.0,9.5,3500.0,5.0
11,10.0,91.6,990.0,5.0,9.5,3500.0,5,0,8.2,60,1,4,2024,13.0,990.0,8.0,9.2,12000.0,8.0
13,13.0,91.7,990.0,8.0,9.2,12000.0,8,0,7.9,120,1,4,2024,11.0,990.0,8.0,8.7,55000.0,8.0
11,11.0,90.4,990.0,8.0,8.7,55000.0,8,1,7.2,180,1,4,2024,11.0,991.0,9.0,8.4,75000.0,8.0
11,16.0,92.1,991.0,9.0,8.4,75000.0,8,1,7.2,240,1,4,2024,11.0,992.0,9.0,8.0,55000.0,7.0
11,14.0,92.2,992.0,9.0,8.0,55000.0,7,1,6.8,300,1,4,2024,11.0,992.0,8.0,7.5,45000.0,1.0
11,14.0,90.9,992.0,8.0,7.5,45000.0,1,1,6.1,360,1,4,2024,10.0,992.0,10.0,7.8,40000.0,1.0
10,15.0,90.8,992.0,10.0,7.8,40000.0,1,1,6.4,420,1,4,2024,10.0,993.0,10.0,9.5,45000.0,1.0
10,17.0,86.2,993.0,10.0,9.5,45000.0,1,1,7.3,480,1,4,2024,10.0,993.0,13.0,11.0,55000.0,3.0
10,18.0,79.1,993.0,13.0,11.0,55000.0,3,1,7.5,540,1,4,2024,12.0,993.0,9.0,12.8,50000.0,8.0
12,18.0,70.3,993.0,9.0,12.8,50000.0,8,1,7.5,600,1,4,2024,13.0,994.0,9.0,13.7,75000.0,12.0
13,19.0,55.4,994.0,9.0,13.7,75000.0,12,1,4.9,660,1,4,2024,11.0,994.0,13.0,13.5,65000.0,7.0
11,17.0,53.1,994.0,13.0,13.5,65000.0,7,1,4.1,720,1,4,2024,9.0,995.0,11.0,12.9,55000.0,8.0
9,17.0,59.5,995.0,11.0,12.9,55000.0,8,1,5.2,780,1,4,2024,9.0,995.0,14.0,10.1,5000.0,12.0
9,21.0,80.4,995.0,14.0,10.1,5000.0,12,1,6.9,840,1,4,2024,13.0,996.0,5.0,10.1,14000.0,12.0
13,16.0,84.4,996.0,5.0,10.1,14000.0,12,1,7.6,900,1,4,2024,6.0,995.0,6.0,11.2,60000.0,12.0
6,8.0,78.5,995.0,6.0,11.2,60000.0,12,1,7.6,960,1,4,2024,6.0,995.0,6.0,11.2,60000.0,12.0
6,8.0,78.5,995.0,6.0,11.2,60000.0,12,1,7.6,960,1,4,2024,15.0,996.0,5.0,12.0,50000.0,8.0
15,11.0,81.9,996.0,5.0,12.0,50000.0,8,1,9.0,1020,1,4,2024,10.0,996.0,9.0,11.6,40000.0,7.0
10,15.0,75.9,996.0,9.0,11.6,40000.0,7,1,7.5,1080,1,4,2024,9.0,996.0,9.0,10.6,35000.0,0.0
9,16.0,72.2,996.0,9.0,10.6,35000.0,0,1,5.8,1140,1,4,2024,9.0,997.0,9.0,9.7,30000.0,2.0
9,16.0,80.5,997.0,9.0,9.7,30000.0,2,1,6.5,1200,1,4,2024,8.0,997.0,9.0,9.7,35000.0,8.0
8,14.0,83.2,997.0,9.0,9.7,35000.0,8,1,7.0,1260,1,4,2024,9.0,997.0,10.0,9.4,40000.0,8.0
9,16.0,85.5,997.0,10.0,9.4,40000.0,8,1,7.1,1320,1,4,2024,8.0,997.0,8.0,9.2,17000.0,12.0
8,15.0,89.1,997.0,8.0,9.2,17000.0,12,1,7.5,1380,1,4,2024,9.0,998.0,7.0,9.2,30000.0,12.0
9,15.0,90.9,998.0,7.0,9.2,30000.0,12,1,7.8,0,2,4,2024,9.0,998.0,11.0,9.3,25000.0,8.0
9,16.0,88.5,998.0,11.0,9.3,25000.0,8,1,7.5,60,2,4,2024,9.0,998.0,7.0,8.7,23000.0,12.0
9,14.0,90.9,998.0,7.0,8.7,23000.0,12,1,7.3,120,2,4,2024,8.0,998.0,8.0,8.9,3600.0,12.0
8,11.0,93.4,998.0,8.0,8.9,3600.0,12,1,7.9,180,2,4,2024,9.0,998.0,9.0,9.0,19000.0,11.0
9,14.0,94.1,998.0,9.0,9.0,19000.0,11,0,8.1,240,2,4,2024,8.0,998.0,7.0,8.7,25000.0,8.0
8,11.0,93.4,998.0,7.0,8.7,25000.0,8,0,7.7,300,2,4,2024,10.0,999.0,8.0,9.1,25000.0,8.0
10,11.0,95.4,999.0,8.0,9.1,25000.0,8,1,8.4,360,2,4,2024,13.0,1000.0,10.0,9.0,50000.0,8.0
13,19.0,90.3,1000.0,10.0,9.0,50000.0,8,1,7.5,420,2,4,2024,13.0,1001.0,11.0,9.1,45000.0,8.0
13,19.0,87.9,1001.0,11.0,9.1,45000.0,8,1,7.2,480,2,4,2024,13.0,1002.0,9.0,10.4,45000.0,8.0
13,18.0,85.6,1002.0,9.0,10.4,45000.0,8,1,8.1,540,2,4,2024,12.0,1003.0,15.0,12.1,60000.0,8.0
12,22.0,76.0,1003.0,15.0,12.1,60000.0,8,1,8.0,600,2,4,2024,12.0,1004.0,11.0,12.6,50000.0,3.0
12,21.0,72.0,1004.0,11.0,12.6,50000.0,3,1,7.7,660,2,4,2024,11.0,1004.0,13.0,13.4,75000.0,3.0
11,19.0,65.1,1004.0,13.0,13.4,75000.0,3,1,7.0,720,2,4,2024,12.0,1004.0,11.0,14.8,65000.0,8.0
12,21.0,62.8,1004.0,11.0,14.8,65000.0,8,1,7.8,780,2,4,2024,11.0,1004.0,11.0,14.1,75000.0,8.0
11,18.0,60.5,1004.0,11.0,14.1,75000.0,8,1,6.6,840,2,4,2024,9.0,1004.0,14.0,13.3,40000.0,8.0
9,22.0,67.4,1004.0,14.0,13.3,40000.0,8,1,7.4,900,2,4,2024,9.0,1004.0,11.0,12.6,30000.0,8.0
9,22.0,68.6,1004.0,11.0,12.6,30000.0,8,0,7.0,960,2,4,2024,9.0,1004.0,11.0,12.6,30000.0,8.0
9,22.0,68.6,1004.0,11.0,12.6,30000.0,8,0,7.0,960,2,4,2024,8.0,1004.0,7.0,10.6,11000.0,12.0
8,21.0,82.7,1004.0,7.0,10.6,11000.0,12,0,7.8,1020,2,4,2024,7.0,1003.0,13.0,10.2,6000.0,12.0
7,17.0,93.5,1003.0,13.0,10.2,6000.0,12,0,9.2,1080,2,4,2024,8.0,1002.0,11.0,10.5,4400.0,12.0
8,19.0,93.5,1002.0,11.0,10.5,4400.0,12,0,9.5,1140,2,4,2024,8.0,1002.0,14.0,10.2,5000.0,11.0
8,25.0,92.9,1002.0,14.0,10.2,5000.0,11,0,9.1,1200,2,4,2024,8.0,1001.0,13.0,9.9,3100.0,11.0
8,24.0,96.1,1001.0,13.0,9.9,3100.0,11,0,9.3,1260,2,4,2024,9.0,1001.0,13.0,9.9,4300.0,11.0
9,21.0,96.7,1001.0,13.0,9.9,4300.0,11,0,9.4,1320,2,4,2024,9.0,1001.0,10.0,9.7,5000.0,12.0
9,23.0,96.7,1001.0,10.0,9.7,5000.0,12,0,9.2,1380,2,4,2024,9.0,1000.0,8.0,9.7,6000.0,11.0
9,16.0,97.3,1000.0,8.0,9.7,6000.0,11,0,9.3,0,3,4,2024,9.0,1000.0,9.0,9.9,15000.0,8.0
9,17.0,97.4,1000.0,9.0,9.9,15000.0,8,0,9.5,60,3,4,2024,9.0,999.0,9.0,10.0,15000.0,8.0
9,14.0,97.4,999.0,9.0,10.0,15000.0,8,0,9.6,120,3,4,2024,8.0,998.0,9.0,10.2,23000.0,8.0
8,15.0,96.7,998.0,9.0,10.2,23000.0,8,0,9.7,180,3,4,2024,8.0,998.0,10.0,10.4,14000.0,5.0
8,16.0,96.7,998.0,10.0,10.4,14000.0,5,0,9.9,240,3,4,2024,9.0,997.0,9.0,10.7,3600.0,11.0
9,15.0,96.1,997.0,9.0,10.7,3600.0,11,0,10.1,300,3,4,2024,8.0,997.0,10.0,11.0,30000.0,11.0
8,17.0,96.0,997.0,10.0,11.0,30000.0,11,0,10.4,360,3,4,2024,9.0,997.0,11.0,11.3,30000.0,11.0
9,16.0,95.5,997.0,11.0,11.3,30000.0,11,0,10.6,420,3,4,2024,11.0,997.0,18.0,11.5,40000.0,12.0
11,28.0,90.6,997.0,18.0,11.5,40000.0,12,0,10.0,480,3,4,2024,10.0,997.0,16.0,11.6,35000.0,8.0
10,25.0,84.7,997.0,16.0,11.6,35000.0,8,1,9.1,540,3,4,2024,10.0,997.0,16.0,12.2,50000.0,8.0
10,24.0,85.9,997.0,16.0,12.2,50000.0,8,1,9.9,600,3,4,2024,10.0,997.0,15.0,13.0,50000.0,8.0
10,23.0,84.2,997.0,15.0,13.0,50000.0,8,1,10.4,660,3,4,2024,12.0,999.0,25.0,12.2,75000.0,12.0
12,37.0,84.7,999.0,25.0,12.2,75000.0,12,1,9.7,720,3,4,2024,12.0,999.0,19.0,12.7,75000.0,8.0
12,32.0,72.1,999.0,19.0,12.7,75000.0,8,1,7.8,780,3,4,2024,12.0,1000.0,23.0,13.3,75000.0,8.0
12,34.0,72.6,1000.0,23.0,13.3,75000.0,8,1,8.5,840,3,4,2024,12.0,1001.0,22.0,12.9,65000.0,8.0
12,36.0,67.3,1001.0,22.0,12.9,65000.0,8,1,7.0,900,3,4,2024,12.0,1002.0,21.0,13.1,65000.0,8.0
12,38.0,66.4,1002.0,21.0,13.1,65000.0,8,1,7.0,960,3,4,2024,12.0,1002.0,21.0,13.1,65000.0,8.0
12,38.0,66.4,1002.0,21.0,13.1,65000.0,8,1,7.0,960,3,4,2024,12.0,1003.0,18.0,12.6,65000.0,8.0
12,31.0,67.2,1003.0,18.0,12.6,65000.0,8,1,6.7,1020,3,4,2024,12.0,1003.0,17.0,12.3,60000.0,1.0
12,31.0,65.3,1003.0,17.0,12.3,60000.0,1,1,6.0,1080,3,4,2024,11.0,1003.0,11.0,11.7,55000.0,2.0
11,19.0,68.4,1003.0,11.0,11.7,55000.0,2,1,6.1,1140,3,4,2024,10.0,1004.0,11.0,11.3,30000.0,8.0
10,19.0,76.9,1004.0,11.0,11.3,30000.0,8,1,7.4,1200,3,4,2024,10.0,1004.0,13.0,10.5,27000.0,8.0
10,21.0,78.8,1004.0,13.0,10.5,27000.0,8,1,7.0,1260,3,4,2024,10.0,1003.0,11.0,10.5,27000.0,8.0
10,17.0,77.3,1003.0,11.0,10.5,27000.0,8,0,6.7,1320,3,4,2024,9.0,1002.0,10.0,10.1,15000.0,8.0
9,17.0,83.8,1002.0,10.0,10.1,15000.0,8,0,7.5,1380,3,4,2024,9.0,1001.0,8.0,9.6,7000.0,11.0
9,14.0,94.6,1001.0,8.0,9.6,7000.0,11,0,8.8,0,4,4,2024,8.0,1000.0,8.0,10.0,14000.0,8.0
8,11.0,96.7,1000.0,8.0,10.0,14000.0,8,0,9.5,60,4,4,2024,9.0,999.0,9.0,10.9,16000.0,11.0
9,15.0,97.5,999.0,9.0,10.9,16000.0,11,0,10.5,120,4,4,2024,10.0,999.0,9.0,11.5,9000.0,11.0
10,15.0,96.8,999.0,9.0,11.5,9000.0,11,0,11.0,180,4,4,2024,10.0,999.0,10.0,11.8,21000.0,8.0
10,17.0,94.8,999.0,10.0,11.8,21000.0,8,0,11.0,240,4,4,2024,11.0,999.0,11.0,11.0,25000.0,12.0
11,18.0,91.7,999.0,11.0,11.0,25000.0,12,0,9.7,300,4,4,2024,10.0,999.0,14.0,10.5,28000.0,8.0
10,19.0,90.4,999.0,14.0,10.5,28000.0,8,0,9.0,360,4,4,2024,11.0,1000.0,17.0,10.4,30000.0,7.0
11,30.0,83.8,1000.0,17.0,10.4,30000.0,7,1,7.8,420,4,4,2024,11.0,1000.0,16.0,11.6,30000.0,3.0
11,32.0,78.6,1000.0,16.0,11.6,30000.0,3,1,8.0,480,4,4,2024,11.0,1001.0,17.0,11.1,22000.0,12.0
11,26.0,85.7,1001.0,17.0,11.1,22000.0,12,1,8.8,540,4,4,2024,12.0,1002.0,22.0,12.6,35000.0,8.0
12,31.0,75.5,1002.0,22.0,12.6,35000.0,8,1,8.4,600,4,4,2024,12.0,1003.0,21.0,13.3,50000.0,8.0
12,33.0,68.8,1003.0,21.0,13.3,50000.0,8,1,7.7,660,4,4,2024,13.0,1003.0,17.0,14.4,50000.0,3.0
13,36.0,61.9,1003.0,17.0,14.4,50000.0,3,1,7.2,720,4,4,2024,12.0,1003.0,14.0,15.4,19000.0,8.0
12,23.0,68.3,1003.0,14.0,15.4,19000.0,8,1,9.6,780,4,4,2024,11.0,1004.0,16.0,14.3,2900.0,12.0
11,25.0,80.0,1004.0,16.0,14.3,2900.0,12,1,10.9,840,4,4,2024,10.0,1004.0,17.0,14.4,10000.0,12.0
10,26.0,78.4,1004.0,17.0,14.4,10000.0,12,1,10.7,900,4,4,2024,11.0,1004.0,18.0,13.9,7000.0,12.0
11,28.0,81.5,1004.0,18.0,13.9,7000.0,12,1,10.8,960,4,4,2024,11.0,1004.0,18.0,13.9,7000.0,12.0
11,28.0,81.5,1004.0,18.0,13.9,7000.0,12,1,10.8,960,4,4,2024,11.0,1005.0,18.0,13.7,13000.0,11.0
11,28.0,78.8,1005.0,18.0,13.7,13000.0,11,1,10.1,1020,4,4,2024,10.0,1005.0,14.0,13.7,12000.0,8.0
10,29.0,75.7,1005.0,14.0,13.7,12000.0,8,1,9.5,1080,4,4,2024,10.0,1005.0,11.0,12.8,9000.0,12.0
10,19.0,81.3,1005.0,11.0,12.8,9000.0,12,1,9.7,1140,4,4,2024,9.0,1006.0,10.0,12.1,7000.0,12.0
9,18.0,89.9,1006.0,10.0,12.1,7000.0,12,1,10.5,1200,4,4,2024,8.0,1005.0,9.0,12.0,15000.0,12.0
8,15.0,92.9,1005.0,9.0,12.0,15000.0,12,1,10.9,1260,4,4,2024,9.0,1005.0,9.0,12.1,8000.0,11.0
9,18.0,96.8,1005.0,9.0,12.1,8000.0,11,0,11.6,1320,4,4,2024,9.0,1005.0,11.0,12.7,13000.0,11.0
9,18.0,96.1,1005.0,11.0,12.7,13000.0,11,0,12.1,1380,4,4,2024,9.0,1004.0,14.0,13.1,23000.0,8.0
9,22.0,91.8,1004.0,14.0,13.1,23000.0,8,0,11.8,0,5,4,2024,9.0,1004.0,13.0,13.1,21000.0,8.0
9,21.0,90.6,1004.0,13.0,13.1,21000.0,8,0,11.6,60,5,4,2024,9.0,1003.0,9.0,12.8,20000.0,8.0
9,18.0,90.5,1003.0,9.0,12.8,20000.0,8,0,11.3,120,5,4,2024,7.0,1002.0,11.0,12.2,17000.0,12.0
7,18.0,93.0,1002.0,11.0,12.2,17000.0,12,0,11.1,180,5,4,2024,8.0,1001.0,10.0,12.1,20000.0,12.0
8,17.0,93.0,1001.0,10.0,12.1,20000.0,12,0,11.0,240,5,4,2024,8.0,1000.0,10.0,12.4,5000.0,12.0
8,17.0,93.0,1000.0,10.0,12.4,5000.0,12,0,11.3,300,5,4,2024,9.0,999.0,14.0,12.6,9000.0,12.0
9,24.0,93.0,999.0,14.0,12.6,9000.0,12,0,11.5,360,5,4,2024,10.0,1000.0,15.0,12.3,30000.0,12.0
10,24.0,93.6,1000.0,15.0,12.3,30000.0,12,0,11.3,420,5,4,2024,10.0,1001.0,15.0,12.9,23000.0,8.0
10,25.0,86.0,1001.0,15.0,12.9,23000.0,8,1,10.6,480,5,4,2024,10.0,1002.0,18.0,14.0,22000.0,8.0
10,28.0,78.4,1002.0,18.0,14.0,22000.0,8,1,10.3,540,5,4,2024,11.0,1002.0,22.0,15.0,19000.0,8.0
11,33.0,73.4,1002.0,22.0,15.0,19000.0,8,1,10.3,600,5,4,2024,11.0,1003.0,21.0,15.1,18000.0,8.0
11,32.0,70.6,1003.0,21.0,15.1,18000.0,8,1,9.8,660,5,4,2024,11.0,1003.0,19.0,15.8,18000.0,8.0
11,34.0,66.5,1003.0,19.0,15.8,18000.0,8,1,9.6,720,5,4,2024,11.0,1004.0,19.0,15.8,22000.0,8.0
11,33.0,63.9,1004.0,19.0,15.8,22000.0,8,1,9.0,780,5,4,2024,10.0,1004.0,23.0,16.3,21000.0,8.0
10,33.0,63.5,1004.0,23.0,16.3,21000.0,8,1,9.4,840,5,4,2024,11.0,1005.0,21.0,16.0,20000.0,8.0
11,34.0,65.2,1005.0,21.0,16.0,20000.0,8,1,9.5,900,5,4,2024,10.0,1005.0,19.0,16.0,21000.0,8.0
10,33.0,63.4,1005.0,19.0,16.0,21000.0,8,1,9.1,960,5,4,2024,10.0,1005.0,19.0,16.0,21000.0,8.0
10,33.0,63.4,1005.0,19.0,16.0,21000.0,8,1,9.1,960,5,4,2024,10.0,1006.0,17.0,15.6,22000.0,8.0
10,32.0,67.3,1006.0,17.0,15.6,22000.0,8,1,9.6,1020,5,4,2024,10.0,1006.0,14.0,15.0,20000.0,8.0
10,28.0,69.5,1006.0,14.0,15.0,20000.0,8,1,9.5,1080,5,4,2024,10.0,1006.0,11.0,14.7,18000.0,8.0
10,18.0,72.3,1006.0,11.0,14.7,18000.0,8,1,9.8,1140,5,4,2024,9.0,1006.0,10.0,13.6,21000.0,12.0
9,16.0,80.4,1006.0,10.0,13.6,21000.0,12,1,10.3,1200,5,4,2024,8.0,1006.0,8.0,13.7,23000.0,8.0
8,14.0,79.8,1006.0,8.0,13.7,23000.0,8,1,10.3,1260,5,4,2024,8.0,1006.0,9.0,13.7,24000.0,8.0
8,15.0,78.3,1006.0,9.0,13.7,24000.0,8,1,10.0,1320,5,4,2024,8.0,1006.0,7.0,13.6,29000.0,8.0
8,14.0,82.5,1006.0,7.0,13.6,29000.0,8,0,10.7,1380,5,4,2024,7.0,1005.0,9.0,13.5,35000.0,8.0
7,14.0,86.5,1005.0,9.0,13.5,35000.0,8,0,11.3,0,6,4,2024,7.0,1004.0,14.0,14.6,45000.0,8.0
7,19.0,85.6,1004.0,14.0,14.6,45000.0,8,0,12.2,60,6,4,2024,8.0,1003.0,11.0,14.7,45000.0,7.0
8,19.0,82.7,1003.0,11.0,14.7,45000.0,7,0,11.8,120,6,4,2024,8.0,1002.0,14.0,15.0,45000.0,8.0
8,19.0,74.9,1002.0,14.0,15.0,45000.0,8,0,10.6,180,6,4,2024,7.0,1001.0,10.0,14.1,45000.0,8.0
7,19.0,75.3,1001.0,10.0,14.1,45000.0,8,0,9.8,240,6,4,2024,6.0,1000.0,13.0,14.3,45000.0,2.0
6,16.0,76.4,1000.0,13.0,14.3,45000.0,2,0,10.2,300,6,4,2024,8.0,1000.0,15.0,15.6,40000.0,1.0
8,21.0,69.8,1000.0,15.0,15.6,40000.0,1,0,10.1,360,6,4,2024,8.0,1000.0,16.0,16.8,40000.0,3.0
8,24.0,65.9,1000.0,16.0,16.8,40000.0,3,0,10.4,420,6,4,2024,8.0,999.0,17.0,16.9,40000.0,1.0
8,28.0,64.6,999.0,17.0,16.9,40000.0,1,0,10.2,480,6,4,2024,9.0,999.0,17.0,17.5,35000.0,7.0
9,29.0,61.9,999.0,17.0,17.5,35000.0,7,0,10.1,540,6,4,2024,9.0,1000.0,19.0,17.2,30000.0,8.0
9,29.0,62.6,1000.0,19.0,17.2,30000.0,8,1,10.0,600,6,4,2024,8.0,1006.0,8.0,12.0,24000.0,8.0
8,14.0,84.0,1006.0,8.0,12.0,24000.0,8,0,9.4,540,8,4,2024,7.0,1006.0,8.0,13.6,29000.0,7.0
7,15.0,76.7,1006.0,8.0,13.6,29000.0,7,0,9.6,600,8,4,2024,7.0,1005.0,11.0,13.7,35000.0,8.0
